hbdon_NONE,hbacc_NONE,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_3,poly_cosBAH_3,poly_cosBAH_3,poly_cosAHD_3,poly_cosAHD_3,hbw_SR_BB,
hbdon_PBA,hbacc_PBA,seq_sep_M4,fade_rBB,fade_zero,fade_xH,fade_xD,fade_zero,poly_AHdist_2,poly_cosBAH_2,poly_cosBAH_2,poly_cosAHD_2,poly_cosAHD_2,hbw_SR_BB,There is no real signal for secondary structure with negative sequence separation
hbdon_PBA,hbacc_PBA,seq_sep_M3,fade_rBB,fade_zero,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SR_BB,There is no real signal for secondary structure with negative sequence separation
hbdon_PBA,hbacc_PBA,seq_sep_M2,fade_rBB,fade_zero,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SR_BB,There is no real signal for secondary structure with negative sequence separation
hbdon_PBA,hbacc_PBA,seq_sep_PM1,fade_rBB,fade_zero,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SR_BB,Rhiju sees a signal for down weighting +1/-1 hbonds but it doesn't show up native protein hbonds.  Just for RNA? Or a conformational sampling issue?
hbdon_PBA,hbacc_PBA,seq_sep_P2,fade_rBB,fade_zero,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SR_BB,
hbdon_PBA,hbacc_PBA,seq_sep_P3,fade_rBB,fade_zero,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SR_BB,
hbdon_PBA,hbacc_PBA,seq_sep_P4,fade_rBB,fade_zero,fade_xH,fade_xD,fade_zero,poly_AHdist_2,poly_cosBAH_2,poly_cosBAH_2,poly_cosAHD_2,poly_cosAHD_2,hbw_SR_BB,
hbdon_PBA,hbacc_PBA,seq_sep_other,fade_rBB,fade_zero,fade_xH,fade_xD,fade_zero,poly_AHdist_3,poly_cosBAH_3,poly_cosBAH_3,poly_cosAHD_3,poly_cosAHD_3,hbw_LR_BB,
hbdon_CXA,hbacc_PBA,seq_sep_PM1,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SR_BB_SC,
hbdon_IMD,hbacc_PBA,seq_sep_PM1,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SR_BB_SC,
hbdon_IME,hbacc_PBA,seq_sep_PM1,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SR_BB_SC,
hbdon_IND,hbacc_PBA,seq_sep_PM1,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SR_BB_SC,
hbdon_AMO,hbacc_PBA,seq_sep_PM1,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SR_BB_SC,
hbdon_GDE,hbacc_PBA,seq_sep_PM1,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SR_BB_SC,
hbdon_GDH,hbacc_PBA,seq_sep_PM1,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SR_BB_SC,
hbdon_AHX,hbacc_PBA,seq_sep_PM1,fade_rshort_dOH_1,fade_rlong_dOH_1,fade_xH,fade_xD,fade_zero,poly_AHdist_dOH_1,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SR_BB_SC,
hbdon_HXL,hbacc_PBA,seq_sep_PM1,fade_rshort_dOH_2,fade_rlong_dOH_2,fade_xH,fade_xD,fade_zero,poly_AHdist_dOH_2,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SR_BB_SC,
hbdon_CXA,hbacc_PBA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_LR_BB_SC,
hbdon_IMD,hbacc_PBA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_LR_BB_SC,
hbdon_IME,hbacc_PBA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_LR_BB_SC,
hbdon_IND,hbacc_PBA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_LR_BB_SC,
hbdon_AMO,hbacc_PBA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_LR_BB_SC,
hbdon_GDE,hbacc_PBA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_LR_BB_SC,
hbdon_GDH,hbacc_PBA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_LR_BB_SC,
hbdon_AHX,hbacc_PBA,seq_sep_other,fade_rshort_dOH_1,fade_rlong_dOH_1,fade_xH,fade_xD,fade_zero,poly_AHdist_dOH_1,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_LR_BB_SC,
hbdon_HXL,hbacc_PBA,seq_sep_other,fade_rshort_dOH_2,fade_rlong_dOH_2,fade_xH,fade_xD,fade_zero,poly_AHdist_dOH_2,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_LR_BB_SC,
hbdon_H2O,hbacc_PBA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_LR_BB_SC,
hbdon_PBA,hbacc_CXA,seq_sep_PM1,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SR_BB_SC,
hbdon_PBA,hbacc_CXA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_LR_BB_SC,
hbdon_CXA,hbacc_CXA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SC,
hbdon_IMD,hbacc_CXA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SC,
hbdon_IME,hbacc_CXA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SC,
hbdon_IND,hbacc_CXA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SC,
hbdon_AMO,hbacc_CXA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SC,
hbdon_GDE,hbacc_CXA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SC,
hbdon_GDH,hbacc_CXA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SC,
hbdon_AHX,hbacc_CXA,seq_sep_other,fade_rshort_dOH_1,fade_rlong_dOH_1,fade_xH,fade_xD,fade_zero,poly_AHdist_dOH_1,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SC,
hbdon_HXL,hbacc_CXA,seq_sep_other,fade_rshort_dOH_2,fade_rlong_dOH_2,fade_xH,fade_xD,fade_zero,poly_AHdist_dOH_2,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SC,
hbdon_H2O,hbacc_CXA,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SC,
hbdon_PBA,hbacc_CXL,seq_sep_PM1,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SR_BB_SC,
hbdon_PBA,hbacc_CXL,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_LR_BB_SC,
hbdon_CXA,hbacc_CXL,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SC,
hbdon_IMD,hbacc_CXL,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SC,
hbdon_IME,hbacc_CXL,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SC,
hbdon_IND,hbacc_CXL,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SC,
hbdon_AMO,hbacc_CXL,seq_sep_other,fade_rshort,fade_rlong,fade_xH,fade_xD,fade_zero,poly_AHdist_4,poly_cosBAH_4,poly_cosBAH_5,poly_cosAHD_4,poly_cosAHD_5,hbw_SC,
